n;comparisonCount;swapCount
7800;15225383;15225385
7800;15258396;15258399
7800;15103750;15103739
7800;14984762;14984757
7800;15241729;15241733
7800;15103615;15103608
7800;15186588;15186591
7800;15203149;15203151
7800;15273921;15273917
7800;15062009;15062005
7800;15211829;15211824
7800;15190093;15190093
7800;15172181;15172177
7800;15259857;15259854
7800;15336311;15336312
7800;15148362;15148363
7800;15091180;15091187
7800;15266146;15266146
7800;15114216;15114217
7800;15143254;15143252
7800;15089759;15089755
7800;15219088;15219085
7800;15214118;15214119
7800;15231996;15231997
7800;15291333;15291336
7800;15070444;15070438
7800;15345276;15345272
7800;15158445;15158443
7800;15240509;15240509
7800;15368107;15368103
7800;14909306;14909306
7800;15271109;15271113
7800;15141717;15141715
7800;15115576;15115576
7800;15176738;15176739
7800;15282987;15282991
7800;15136117;15136117
7800;15159170;15159168
7800;15072300;15072300
7800;15285492;15285493
7800;15168447;15168445
7800;14984153;14984151
7800;15310240;15310240
7800;15096068;15096068
7800;15085220;15085220
7900;15508719;15508713
7900;15556035;15556031
7900;15697110;15697113
7900;15819384;15819383
7900;15308384;15308388
7900;15690657;15690659
7900;15527363;15527359
7900;15795047;15795047
7900;15617005;15617004
7900;15550148;15550152
7900;15598205;15598208
7900;15724914;15724916
7900;15630024;15630028
7900;15447281;15447284
7900;15485531;15485533
7900;15568066;15568063
7900;15661846;15661842
7900;15675072;15675070
7900;15632043;15632044
7900;15565014;15565018
7900;15681295;15681297
7900;15605655;15605655
7900;15650690;15650687
7900;15645727;15645724
7900;15629714;15629707
7900;15701860;15701865
7900;15453368;15453369
7900;15601445;15601446
7900;15607894;15607891
7900;15507894;15507887
7900;15659002;15659003
7900;15370187;15370185
7900;15647758;15647757
7900;15774062;15774065
7900;15521949;15521951
7900;15401857;15401851
7900;15610823;15610827
7900;15636703;15636708
7900;15548301;15548299
7900;15511922;15511923
7900;15642807;15642810
7900;15746723;15746727
7900;15762690;15762689
7900;15587705;15587705
7900;15564654;15564647
7900;15426087;15426091
7900;15445740;15445739
7900;15918443;15918447
7900;15645478;15645485
7900;15617720;15617722
8000;16032364;16032365
8000;16145755;16145754
8000;15955361;15955355
8000;15784001;15784000
8000;15998243;15998249
8000;16178867;16178874
8000;15965092;15965087
8000;16010245;16010243
8000;16121458;16121455
8000;15983963;15983961
8000;16070655;16070657
8000;15893849;15893855
8000;15800091;15800091
8000;15965326;15965320
8000;15870646;15870650
8000;16281551;16281559
8000;16068359;16068359
8000;16002465;16002459
8000;15736720;15736725
8000;15929091;15929093
8000;15949382;15949381
8000;16082711;16082710
8000;15996810;15996794
8000;15887666;15887671
8000;16103000;16102996
8000;15964239;15964242
8000;15990117;15990119
8000;16036871;16036872
8000;15951947;15951955
8000;16095136;16095144
8000;15919034;15919033
8000;16069737;16069737
8000;16131620;16131622
8000;16356378;16356374
8000;15970878;15970874
8000;16030870;16030867
8000;15888774;15888771
8000;15873100;15873101
8000;16048124;16048124
8000;15880631;15880634
8000;16095834;16095834
8000;15999351;15999349
8000;16131353;16131357
8000;15912241;15912238
8000;15960259;15960264
8000;15919730;15919728
8000;15954236;15954232
8000;16263911;16263915
8000;16095200;16095205
8000;16128090;16128095
8100;16464373;16464370
8100;16395676;16395678
8100;16359998;16360002
8100;16647830;16647827
8100;16313783;16313782
8100;16173883;16173881
8100;16473818;16473826
8100;16311544;16311551
8100;16348431;16348438
8100;16265562;16265559
8100;16506530;16506531
8100;16442796;16442801
8100;16386786;16386792
8100;16422624;16422628
8100;16325041;16325039
8100;16238142;16238144
8100;16496899;16496893
8100;16362834;16362825
8100;16538617;16538613
8100;16217682;16217676
8100;16626726;16626733
8100;16346890;16346888
8100;16462922;16462919
8100;16460472;16460477
8100;16401678;16401684
8100;16557843;16557841
8100;16628606;16628611
8100;16271482;16271482
8100;16415208;16415209
8100;16366274;16366270
8100;16348303;16348298
8100;16262529;16262528
8100;16453847;16453844
8100;16471939;16471939
8100;16284273;16284271
8100;16758724;16758729
8100;16436821;16436815
8100;16642571;16642570
8100;16416659;16416654
8100;16330360;16330360
8100;16324430;16324429
8100;16240102;16240101
8100;16141390;16141387
8100;16492347;16492345
8100;16314258;16314259
8100;16492484;16492485
8100;16482733;16482733
8100;16396803;16396800
8100;16480566;16480563
8100;16565887;16565885
8200;16889214;16889218
8200;16706490;16706492
8200;16755002;16755002
8200;16905563;16905565
8200;16934382;16934377
8200;16634847;16634846
8200;16768060;16768059
8200;16860454;16860456
8200;16792717;16792722
8200;16709282;16709278
8200;16984717;16984720
8200;16964877;16964872
8200;16664451;16664452
8200;16621808;16621810
8200;16867949;16867946
8200;16834852;16834851
8200;16798216;16798215
8200;16965301;16965306
8200;16748579;16748581
8200;16976545;16976545
8200;16760523;16760514
8200;16883558;16883563
8200;16975472;16975467
8200;16594309;16594305
8200;16910266;16910268
8200;16946047;16946044
8200;16868646;16868652
8200;16810576;16810578
8200;16779607;16779605
8200;16741141;16741140
8200;16757622;16757625
8200;17015135;17015137
8200;16729028;16729025
8200;16635106;16635106
8200;16818206;16818207
8200;16863143;16863146
8200;16746911;16746910
8200;16850769;16850775
8200;16852009;16852010
8200;16757332;16757333
8200;16823277;16823275
8200;16744764;16744765
8200;16797884;16797883
8200;16904449;16904445
8200;16860901;16860906
8200;16956907;16956905
8200;16868656;16868657
8200;16910021;16910024
8200;16942013;16942006
8200;16644416;16644422
8300;16991851;16991851
8300;17276365;17276375
8300;17228570;17228573
8300;17154828;17154830
8300;17244299;17244301
8300;17234432;17234434
8300;17133359;17133358
8300;17171491;17171493
8300;17164182;17164182
8300;17140543;17140534
8300;17416003;17416002
8300;17411807;17411806
8300;17260177;17260173
8300;17072741;17072739
8300;17209360;17209356
8300;17311112;17311115
8300;17337562;17337567
8300;17282574;17282576
8300;17241478;17241474
8300;17152706;17152716
8300;17298636;17298635
8300;17113768;17113767
8300;17452288;17452288
8300;17157393;17157401
8300;17391007;17391012
8300;17322432;17322426
8300;17487809;17487806
8300;17368407;17368406
8300;17190660;17190662
8300;17457830;17457823
8300;17199961;17199958
8300;17189391;17189393
8300;17206612;17206609
8300;17198466;17198470
8300;17232085;17232086
8300;17188982;17188989
8300;17122062;17122067
8300;17116488;17116486
8300;17012490;17012496
8300;16921949;16921948
8300;17344539;17344546
8300;17063534;17063531
8300;17279842;17279848
8300;17210408;17210405
8300;17274545;17274549
8300;17380682;17380689
8300;17207433;17207440
8300;17033051;17033052
8300;17161109;17161107
8300;17311811;17311813
8400;17489220;17489216
8400;17392991;17392992
8400;17811170;17811165
8400;17680162;17680166
8400;17723612;17723616
8400;17586289;17586293
8400;17646728;17646733
8400;17688552;17688555
8400;17518527;17518527
8400;17635532;17635542
8400;17700491;17700486
8400;17714599;17714601
8400;17689375;17689371
8400;17447394;17447390
8400;17699934;17699935
8400;17953004;17953003
8400;17605326;17605327
8400;17868124;17868121
8400;17552580;17552574
8400;17821985;17821992
8400;17709033;17709024
8400;17744816;17744815
8400;17421690;17421689
8400;17639950;17639950
8400;17468167;17468166
8400;17562030;17562027
8400;17810771;17810779
8400;17733009;17733010
8400;17612079;17612084
8400;17539207;17539210
8400;17825525;17825529
8400;17643217;17643223
8400;17731384;17731385
8400;17703337;17703336
8400;17606554;17606553
8400;17475262;17475267
8400;17700961;17700956
8400;17623074;17623066
8400;17708231;17708233
8400;17703779;17703781
8400;17674633;17674633
8400;17625972;17625977
8400;17694619;17694618
8400;17578058;17578059
8400;17736446;17736446
8400;17679143;17679138
8400;17646180;17646182
8400;17595645;17595645
8400;17473570;17473568
8400;17847867;17847864
8500;18154548;18154542
8500;17880294;17880292
8500;17964410;17964402
8500;18055755;18055755
8500;17962271;17962278
8500;18015712;18015712
8500;18209179;18209180
8500;17934665;17934660
8500;18078637;18078643
8500;18180264;18180264
8500;18044433;18044439
8500;17938724;17938721
8500;18049806;18049808
8500;17809015;17809015
8500;18025033;18025041
8500;18046382;18046388
8500;17841054;17841050
8500;18063785;18063773
8500;18156130;18156135
8500;18274708;18274704
8500;17958763;17958765
8500;18138707;18138710
8500;18033941;18033935
8500;18024901;18024902
8500;18213932;18213927
8500;18022181;18022183
8500;18177960;18177964
8500;18208830;18208829
8500;18061256;18061253
8500;18157188;18157192
8500;18272115;18272119
8500;17916541;17916539
8500;18121382;18121380
8500;18194488;18194483
8500;18178961;18178967
8500;18066897;18066899
8500;18082327;18082325
8500;18082982;18082970
8500;17997584;17997587
8500;18092220;18092217
8500;18089125;18089127
8500;18321436;18321438
8500;18034419;18034420
8500;18041332;18041334
8500;18181589;18181591
8500;18087670;18087667
8500;18152032;18152041
8500;18307013;18307017
8500;18060885;18060885
8500;18048768;18048767
8600;18607782;18607785
8600;18903152;18903157
8600;18524727;18524721
8600;18513345;18513342
8600;18555801;18555812
8600;18593512;18593507
8600;18589213;18589211
8600;18610614;18610623
8600;18357841;18357842
8600;18627718;18627721
8600;18584383;18584379
8600;18542874;18542869
8600;18471024;18471026
8600;18513288;18513286
8600;18228463;18228458
8600;18179610;18179607
8600;18539838;18539838
8600;18444216;18444220
8600;18522308;18522314
8600;18273878;18273876
8600;18587667;18587668
8600;18384613;18384614
8600;18596078;18596086
8600;18346187;18346184
8600;18100948;18100948
8600;18359563;18359561
8600;18420556;18420565
8600;18390381;18390380
8600;18541484;18541488
8600;18395259;18395261
8600;18840871;18840881
8600;18526014;18526016
8600;18645624;18645624
8600;18604919;18604922
8600;18453035;18453040
8600;18504561;18504554
8600;18660549;18660551
8600;18438405;18438408
8600;18414935;18414935
8600;18378506;18378514
8600;18391593;18391593
8600;18629201;18629191
8600;18499866;18499867
8600;18553389;18553396
8600;18644422;18644419
8600;18292605;18292608
8600;18439213;18439212
8600;18406131;18406133
8600;18362028;18362031
8600;18282331;18282331
8700;18740649;18740648
8700;18829864;18829864
8700;18844581;18844585
8700;18838683;18838683
8700;18916225;18916216
8700;18981914;18981915
8700;18833630;18833635
8700;18930696;18930691
8700;18664193;18664192
8700;18944785;18944790
8700;18700141;18700144
8700;18796036;18796035
8700;19205245;19205247
8700;18969158;18969164
8700;18894978;18894976
8700;18784357;18784369
8700;18732517;18732515
8700;18924802;18924799
8700;18856024;18856021
8700;19003132;19003128
8700;18731294;18731294
8700;18895208;18895206
8700;19046146;19046140
8700;18997255;18997243
8700;18969322;18969323
8700;18975163;18975167
8700;18938166;18938158
8700;19022684;19022682
8700;19037384;19037386
8700;19053710;19053703
8700;18731206;18731203
8700;18995849;18995853
8700;18895549;18895547
8700;19019324;19019319
8700;19086802;19086810
8700;19107841;19107841
8700;18806081;18806083
8700;19053979;19053974
8700;18794092;18794099
8700;18930240;18930242
8700;19067745;19067747
8700;18801149;18801152
8700;18776436;18776436
8700;18931870;18931873
8700;18846706;18846713
8700;18912020;18912025
8700;18552336;18552335
8700;19095311;19095312
8700;19080421;19080425
8700;19101045;19101041
8800;19305100;19305100
8800;19318148;19318150
8800;19395553;19395554
8800;19429131;19429133
8800;19381939;19381943
8800;19212611;19212618
8800;19461569;19461569
8800;19397489;19397489
8800;19231007;19231005
8800;19523774;19523778
8800;19477454;19477455
8800;19152514;19152515
8800;19284955;19284950
8800;19509229;19509234
8800;19441630;19441630
8800;19287912;19287913
8800;19469938;19469929
8800;19336835;19336840
8800;19482165;19482168
8800;19294953;19294963
8800;19143275;19143279
8800;19225202;19225201
8800;19411022;19411017
8800;19521749;19521756
8800;19197552;19197545
8800;19505923;19505927
8800;19128873;19128875
8800;19423365;19423368
8800;19627585;19627594
8800;19488401;19488402
8800;19341028;19341029
8800;19386652;19386655
8800;19392854;19392854
8800;19525510;19525501
8800;19222894;19222894
8800;19433432;19433430
8800;19226121;19226124
8800;19376829;19376819
8800;19458259;19458256
8800;19674323;19674325
8800;19444316;19444319
8800;19297038;19297029
8800;19516793;19516787
8800;19433679;19433681
8800;19097728;19097728
8800;19238161;19238155
8800;19342764;19342770
8800;19480927;19480927
8800;19472875;19472884
8800;19377522;19377518
8900;19681194;19681190
8900;19848856;19848858
8900;19706922;19706924
8900;19786456;19786456
8900;19689970;19689971
8900;19588484;19588487
8900;19836239;19836242
8900;19591730;19591728
8900;19730759;19730754
8900;19922060;19922055
8900;19814784;19814788
8900;19841234;19841236
8900;19660173;19660168
8900;19853761;19853768
8900;19668633;19668626
8900;19710551;19710549
8900;19552891;19552885
8900;19785113;19785124
8900;19973021;19973015
8900;19809821;19809823
8900;19766050;19766051
8900;19807723;19807718
8900;19942547;19942548
8900;19785525;19785518
8900;20006663;20006658
8900;19872922;19872915
8900;19859834;19859830
8900;19729277;19729276
8900;20037874;20037873
8900;19810861;19810862
8900;19808720;19808715
8900;20044080;20044081
8900;19797702;19797703
8900;19738596;19738599
8900;19867127;19867130
8900;19680402;19680400
8900;19761416;19761418
8900;20035973;20035973
8900;19855877;19855882
8900;19490854;19490849
8900;19857336;19857335
8900;19911852;19911858
8900;19963964;19963966
8900;19958464;19958464
8900;19885208;19885208
8900;19777683;19777691
8900;19650292;19650296
8900;19546650;19546645
8900;19932181;19932184
8900;19906481;19906480
9000;20306910;20306914
9000;20183991;20183991
9000;20560363;20560364
9000;20153144;20153144
9000;20333265;20333265
9000;20389083;20389091
9000;20167405;20167405
9000;20232684;20232684
9000;20229623;20229621
9000;20273609;20273609
9000;20292478;20292478
9000;20085483;20085486
9000;20295810;20295799
9000;20413942;20413937
9000;20237322;20237326
9000;20251374;20251376
9000;20274404;20274405
9000;20089592;20089594
9000;20293677;20293672
9000;20466890;20466893
9000;20117388;20117384
9000;20170377;20170373
9000;20175409;20175411
9000;20526152;20526150
9000;20242054;20242057
9000;20308709;20308709
9000;20162349;20162348
9000;20340365;20340354
9000;20330737;20330736
9000;20350209;20350212
9000;20157656;20157657
9000;20284079;20284086
9000;20018841;20018845
9000;20074554;20074556
9000;20165108;20165103
9000;20350928;20350924
9000;20208856;20208851
9000;20347498;20347494
9000;20043935;20043933
9000;20107611;20107607
9000;20218065;20218064
9000;20269694;20269695
9000;20051705;20051705
9000;20583629;20583633
9000;20239319;20239313
9000;20154379;20154383
9000;20321686;20321683
9000;20373066;20373073
9000;20123592;20123595
9000;20336573;20336570
9100;20564182;20564189
9100;20807170;20807169
9100;20848481;20848471
9100;20855430;20855424
9100;20513739;20513742
9100;20609482;20609473
9100;20681834;20681834
9100;20818074;20818071
9100;20813172;20813172
9100;20939466;20939472
9100;20738761;20738758
9100;20567863;20567868
9100;20918946;20918953
9100;20625564;20625557
9100;20828904;20828894
9100;20827663;20827660
9100;20888263;20888268
9100;20443331;20443340
9100;20828031;20828029
9100;20346045;20346052
9100;20858047;20858046
9100;20808683;20808672
9100;20539726;20539725
9100;20666192;20666197
9100;20541458;20541458
9100;20613262;20613257
9100;21012535;21012536
9100;20688984;20688978
9100;20171814;20171810
9100;20825594;20825600
9100;20803786;20803788
9100;20577762;20577766
9100;20930852;20930845
9100;20864034;20864030
9100;20772973;20772967
9100;20706485;20706485
9100;20634345;20634343
9100;20667268;20667271
9100;20878449;20878447
9100;20778511;20778511
9100;20664547;20664548
9100;20679062;20679049
9100;20567131;20567122
9100;20564007;20564004
9100;20743684;20743681
9100;20840299;20840302
9100;20827062;20827060
9100;20744305;20744301
9100;21001362;21001358
9100;20791958;20791960
9200;21148178;21148175
9200;21212908;21212904
9200;20978023;20978020
9200;21207214;21207216
9200;21102859;21102866
9200;21136355;21136356
9200;21306386;21306390
9200;21242971;21242973
9200;21246709;21246707
9200;21003790;21003786
9200;21240536;21240527
9200;21098832;21098837
9200;21129210;21129208
9200;21140843;21140841
9200;21021615;21021615
9200;21202791;21202793
9200;21467226;21467228
9200;21122905;21122905
9200;21360365;21360361
9200;20915982;20915980
9200;21202662;21202660
9200;21261644;21261646
9200;21232129;21232130
9200;21116760;21116755
9200;21280465;21280467
9200;21259188;21259188
9200;21080323;21080322
9200;21047202;21047198
9200;21369876;21369883
9200;21129682;21129680
9200;20976610;20976609
9200;21325894;21325896
9200;21513018;21513024
9200;20979397;20979391
9200;21224553;21224552
9200;21178044;21178046
9200;21093543;21093546
9200;21092498;21092499
9200;21061208;21061202
9200;21299184;21299187
9200;21108946;21108945
9200;21082107;21082103
9200;21149087;21149092
9200;21231163;21231171
9200;21133592;21133594
9200;21235035;21235033
9200;21246333;21246335
9200;21088682;21088680
9200;21204641;21204637
9200;21177733;21177732
9300;21413012;21413016
9300;21438092;21438088
9300;21846482;21846483
9300;21493774;21493775
9300;21591536;21591532
9300;21564362;21564361
9300;21301411;21301409
9300;21921452;21921453
9300;21782057;21782057
9300;21416419;21416421
9300;21620854;21620853
9300;21597485;21597480
9300;21725564;21725560
9300;21923573;21923572
9300;21436841;21436846
9300;21579476;21579475
9300;21484725;21484729
9300;21759780;21759784
9300;21678618;21678621
9300;22003722;22003722
9300;21721393;21721385
9300;21713384;21713394
9300;21630687;21630686
9300;21595649;21595649
9300;21700637;21700638
9300;21732322;21732322
9300;21709905;21709908
9300;21685638;21685641
9300;21469585;21469587
9300;21653766;21653768
9300;21783457;21783455
9300;21561517;21561520
9300;21695694;21695690
9300;21354347;21354352
9300;21516105;21516101
9300;21474339;21474344
9300;21681782;21681778
9300;21608303;21608305
9300;21489628;21489620
9300;21752229;21752226
9300;21464014;21464019
9300;21531245;21531244
9300;21702617;21702612
9300;21616525;21616530
9300;21659187;21659185
9300;21733493;21733490
9300;21731416;21731414
9300;21780800;21780798
9300;21854517;21854512
9300;21857523;21857524
9400;22030648;22030645
9400;22075449;22075440
9400;21827345;21827353
9400;22226324;22226324
9400;22460131;22460135
9400;21961116;21961124
9400;21768221;21768220
9400;21989810;21989809
9400;21941565;21941560
9400;21885178;21885173
9400;22047142;22047140
9400;22120278;22120275
9400;22106642;22106641
9400;21813288;21813289
9400;22308661;22308670
9400;22087237;22087241
9400;21914349;21914347
9400;22351390;22351395
9400;22197701;22197698
9400;21769975;21769976
9400;21969612;21969616
9400;22473900;22473904
9400;22017508;22017514
9400;22054125;22054122
9400;22438710;22438719
9400;22032329;22032330
9400;22017059;22017063
9400;22149805;22149803
9400;22082727;22082724
9400;22030490;22030489
9400;22266444;22266446
9400;22378516;22378513
9400;21898477;21898473
9400;22251422;22251418
9400;21859203;21859206
9400;22264993;22264986
9400;22041309;22041314
9400;22210885;22210888
9400;22115237;22115238
9400;21903899;21903897
9400;21889072;21889071
9400;22160559;22160563
9400;21932209;21932210
9400;22109156;22109152
9400;22281318;22281306
9400;22296601;22296601
9400;22412615;22412617
9400;21987399;21987397
9400;22145692;22145692
9400;22309959;22309964
9500;22795954;22795954
9500;22808140;22808138
9500;22300610;22300609
9500;22576227;22576229
9500;22326094;22326101
9500;22690555;22690560
9500;22601260;22601256
9500;22761506;22761512
9500;22601745;22601746
9500;22425940;22425936
9500;22603779;22603773
9500;22600766;22600761
9500;22534394;22534393
9500;22737878;22737879
9500;22879724;22879728
9500;22870807;22870804
9500;22472189;22472193
9500;22409124;22409123
9500;22517240;22517240
9500;22142860;22142858
9500;22640227;22640216
9500;22537611;22537615
9500;22612448;22612447
9500;22232726;22232728
9500;22741080;22741071
9500;22871191;22871186
9500;22752508;22752509
9500;22591089;22591088
9500;22750239;22750247
9500;22695769;22695778
9500;22785631;22785635
9500;22582949;22582945
9500;22571356;22571357
9500;22501976;22501979
9500;22395490;22395488
9500;22850537;22850535
9500;22411282;22411287
9500;22226761;22226769
9500;22635045;22635056
9500;22508093;22508094
9500;22549884;22549884
9500;22553223;22553225
9500;22434889;22434890
9500;22516897;22516896
9500;22622945;22622951
9500;22417378;22417387
9500;22762530;22762531
9500;22806553;22806547
9500;22523062;22523058
9500;22707703;22707701
9600;22927644;22927644
9600;22947397;22947393
9600;23114454;23114456
9600;22945745;22945741
9600;23170167;23170162
9600;23020032;23020025
9600;22971205;22971197
9600;23121073;23121076
9600;23023785;23023777
9600;23080598;23080600
9600;22760550;22760548
9600;23085911;23085918
9600;23091723;23091722
9600;22887278;22887281
9600;22865683;22865682
9600;23162957;23162958
9600;23152508;23152509
9600;22852927;22852928
9600;23326107;23326113
9600;23203340;23203339
9600;23022681;23022690
9600;23141966;23141971
9600;23445273;23445275
9600;23204499;23204496
9600;23177373;23177371
9600;23185869;23185871
9600;23075003;23075004
9600;22842355;22842359
9600;23379050;23379048
9600;23146457;23146448
9600;23253050;23253043
9600;23010150;23010150
9600;22992213;22992217
9600;23256307;23256311
9600;22900583;22900592
9600;23115706;23115706
9600;22827058;22827056
9600;23096104;23096101
9600;22949475;22949472
9600;22984965;22984966
9600;22906872;22906875
9600;23208396;23208395
9600;23242357;23242353
9600;23074792;23074789
9600;22984478;22984483
9600;22898249;22898243
9600;22683429;22683427
9600;23001512;23001505
9600;23082099;23082105
9600;23014900;23014900
9700;23456291;23456289
9700;23380286;23380284
9700;23468182;23468186
9700;23406728;23406732
9700;23495733;23495730
9700;23765323;23765326
9700;23910161;23910163
9700;23580899;23580899
9700;23650508;23650510
9700;23260447;23260445
9700;23306896;23306893
9700;23468351;23468350
9700;23659824;23659820
9700;23764234;23764236
9700;23805882;23805878
9700;23779894;23779897
9700;23730481;23730482
9700;24004754;24004756
9700;23422870;23422867
9700;23439228;23439223
9700;23959753;23959753
9700;23475605;23475604
9700;23512467;23512469
9700;23574339;23574337
9700;23582229;23582225
9700;23484074;23484077
9700;23733007;23732998
9700;23398103;23398104
9700;23593613;23593619
9700;23590286;23590285
9700;23578963;23578968
9700;23759598;23759596
9700;23417112;23417110
9700;23158720;23158725
9700;23902233;23902230
9700;23493894;23493901
9700;23686499;23686505
9700;23661395;23661397
9700;23380806;23380802
9700;23293420;23293422
9700;23316820;23316818
9700;23588551;23588553
9700;23364034;23364026
9700;23337637;23337631
9700;23462006;23462005
9700;23435095;23435091
9700;23301459;23301454
9700;23569840;23569843
9700;23594063;23594068
9700;23317562;23317559
9800;23865014;23865013
9800;24287799;24287800
9800;24173140;24173139
9800;24049904;24049901
9800;24268824;24268824
9800;23970026;23970023
9800;23988055;23988054
9800;23798657;23798654
9800;23801258;23801252
9800;24189812;24189821
9800;24142660;24142656
9800;24038184;24038192
9800;24083235;24083228
9800;23971255;23971257
9800;24127637;24127643
9800;24378324;24378326
9800;23880635;23880639
9800;24109105;24109109
9800;23945751;23945755
9800;24051424;24051425
9800;23745810;23745806
9800;24205463;24205458
9800;23997957;23997957
9800;24089626;24089622
9800;24081723;24081718
9800;24304051;24304049
9800;23731694;23731692
9800;24338086;24338086
9800;24133400;24133397
9800;23807730;23807729
9800;23967818;23967814
9800;23900680;23900682
9800;24088955;24088960
9800;23620029;23620023
9800;23973714;23973708
9800;23719431;23719428
9800;24220107;24220104
9800;23966267;23966267
9800;23971271;23971280
9800;24089507;24089509
9800;24008407;24008414
9800;23896980;23896981
9800;24146733;24146734
9800;23893481;23893481
9800;23941831;23941830
9800;23829891;23829893
9800;23814024;23814027
9800;23831629;23831629
9800;23996252;23996252
9800;24094968;24094973
9900;24846129;24846130
9900;24300669;24300665
9900;24445849;24445852
9900;24411287;24411287
9900;24574402;24574404
9900;24575787;24575787
9900;24713608;24713608
9900;24503904;24503903
9900;24521810;24521813
9900;24735570;24735572
9900;24299909;24299905
9900;24492841;24492837
9900;24498876;24498875
9900;24730929;24730929
9900;24419254;24419258
9900;24575526;24575531
9900;24506521;24506521
9900;24537238;24537236
9900;24564763;24564770
9900;24682576;24682579
9900;24700224;24700228
9900;24630133;24630126
9900;24630390;24630395
9900;24297214;24297213
9900;24166858;24166853
9900;24520875;24520872
9900;24698193;24698193
9900;24337867;24337871
9900;24438578;24438575
9900;24722595;24722596
9900;24593895;24593888
9900;24640157;24640155
9900;24776642;24776636
9900;24698799;24698802
9900;24515740;24515735
9900;24310867;24310865
9900;24282693;24282694
9900;24545584;24545581
9900;24667916;24667914
9900;24602063;24602073
9900;24574727;24574735
9900;24627411;24627414
9900;24736078;24736079
9900;24386490;24386491
9900;24809865;24809865
9900;24689839;24689841
9900;24359591;24359592
9900;24382289;24382289
9900;24156834;24156829
9900;24599099;24599102
10000;24909956;24909959
10000;24736488;24736492
10000;25112754;25112759
10000;25194079;25194077
10000;25158069;25158069
10000;24835426;24835430
10000;24757685;24757683
10000;25098624;25098620
10000;24989316;24989313
10000;24874217;24874216
10000;25147527;25147519
10000;25231321;25231337
10000;25287426;25287422
10000;24993839;24993844
10000;24857778;24857777
10000;24709977;24709973
10000;24873071;24873074
10000;25252551;25252548
10000;25097904;25097905
10000;24830577;24830574
10000;25026761;25026765
10000;25022197;25022201
10000;25017798;25017794
10000;24895905;24895908
10000;25194277;25194271
10000;24832803;24832792
10000;25002957;25002957
10000;24774778;24774779
10000;24967965;24967964
10000;25080154;25080151
10000;25043290;25043292
10000;25014066;25014064
10000;25393030;25393035
10000;25228580;25228585
10000;24711617;24711621
10000;25193902;25193904
10000;25046917;25046917
10000;24944426;24944428
10000;25106191;25106191
10000;24862064;24862065
10000;24942814;24942816
10000;24983738;24983733
10000;25035937;25035931
10000;24818249;24818244
10000;24897528;24897525
10000;25111144;25111146
10000;25254952;25254946
10000;25339003;25339004
10000;25131540;25131547
10000;24920433;24920434
